 ******* Program HYDRUS
 ******* None                                                                    
 Date: 395.15.    Time: ***: 0:**
 Units: L = cm   , T = days , M = mmol 



                               Node( 31)

         time         h        theta    Temp   
        718.0000     -140.68  0.2365   20.000
        719.0000     -143.17  0.2344   20.000
        720.0000     -154.15  0.2262   20.000
        721.0000     -165.59  0.2194   20.000
        722.0000     -174.42  0.2142   20.000
        723.0000     -182.88  0.2092   20.000
        724.0000     -189.76  0.2050   20.000
        725.0000     -191.20  0.2042   20.000
        726.0000     -195.12  0.2025   20.000
        727.0000     -200.93  0.1999   20.000
        728.0000     -206.68  0.1974   20.000
        729.0000     -211.82  0.1951   20.000
        730.0000     -217.04  0.1928   20.000
end
