

   Time         sum(rTop)     sum(rRoot)    sum(vTop)     sum(vRoot)     sum(vBot)    hTop       hRoot      hBot      A-level
    [T]           [L]           [L]           [L]           [L]            [L]        [L]         [L]       [L] 

   204.00000 -0.412027E+02  0.486353E+02 -0.412219E+02  0.392268E+02 -0.483363E+01  -8460.388  -5098.790   -558.899     204
   205.00000 -0.420126E+02  0.489760E+02 -0.420319E+02  0.393966E+02 -0.484022E+01   -355.183  -3050.043   -558.478     205
   206.00000 -0.420089E+02  0.494643E+02 -0.420283E+02  0.397464E+02 -0.484680E+01  -1117.521  -2991.255   -558.899     206
   207.00000 -0.420041E+02  0.499780E+02 -0.420225E+02  0.400508E+02 -0.485334E+01  -2617.420  -3921.053   -560.026     207
   208.00000 -0.420141E+02  0.504249E+02 -0.420322E+02  0.402449E+02 -0.485983E+01  -3655.620  -4845.657   -561.621     208
   209.00000 -0.425141E+02  0.508645E+02 -0.425323E+02  0.404332E+02 -0.486625E+01   -498.127  -4047.789   -563.654     209
   210.00000 -0.425941E+02  0.512105E+02 -0.426123E+02  0.406275E+02 -0.487258E+01   -909.152  -3789.235   -566.087     210
   211.00000 -0.465941E+02  0.512664E+02 -0.466122E+02  0.406745E+02 -0.487881E+01   -104.479   -378.580   -568.819     211
   212.00000 -0.465896E+02  0.516632E+02 -0.466080E+02  0.410713E+02 -0.488493E+01   -274.309   -302.329   -571.826     212
   213.00000 -0.465579E+02  0.520944E+02 -0.465764E+02  0.415025E+02 -0.489090E+01   -398.808   -392.252   -575.064     213
   214.00000 -0.465289E+02  0.525338E+02 -0.465475E+02  0.419419E+02 -0.489673E+01   -569.470   -505.223   -578.396     214
   215.00000 -0.474589E+02  0.526727E+02 -0.474774E+02  0.420808E+02 -0.490245E+01   -221.556   -367.905   -581.653     215
   216.00000 -0.474589E+02  0.530774E+02 -0.474785E+02  0.424855E+02 -0.490804E+01   -397.136   -426.241   -584.458     216
   217.00000 -0.474497E+02  0.535276E+02 -0.474697E+02  0.429357E+02 -0.491353E+01   -573.130   -537.314   -586.438     217
   218.00000 -0.474187E+02  0.539700E+02 -0.474386E+02  0.433781E+02 -0.491897E+01   -926.146   -705.858   -587.660     218
   219.00000 -0.476787E+02  0.543882E+02 -0.476986E+02  0.437962E+02 -0.492438E+01   -540.907   -762.161   -588.115     219
   220.00000 -0.476787E+02  0.547236E+02 -0.476981E+02  0.441316E+02 -0.492980E+01  -1023.619   -943.764   -587.739     220
   221.00000 -0.480487E+02  0.550184E+02 -0.480681E+02  0.444264E+02 -0.493524E+01   -469.029   -889.004   -586.810     221
   222.00000 -0.485087E+02  0.551777E+02 -0.485275E+02  0.445858E+02 -0.494074E+01   -363.844   -736.875   -585.556     222
   223.00000 -0.494487E+02  0.553258E+02 -0.494675E+02  0.447339E+02 -0.494628E+01   -228.991   -502.444   -584.276     223
   224.00000 -0.494687E+02  0.556016E+02 -0.494876E+02  0.450097E+02 -0.495186E+01   -421.770   -511.382   -583.183     224
   225.00000 -0.494830E+02  0.559958E+02 -0.495019E+02  0.454039E+02 -0.495749E+01   -592.444   -618.736   -582.417     225
   226.00000 -0.494830E+02  0.564337E+02 -0.495021E+02  0.458418E+02 -0.496313E+01   -900.610   -806.293   -582.087     226
   227.00000 -0.494553E+02  0.568885E+02 -0.494740E+02  0.462945E+02 -0.496878E+01  -2000.968  -1160.472   -582.153     227
   228.00000 -0.494151E+02  0.573422E+02 -0.494285E+02  0.466904E+02 -0.497442E+01 -29101.496  -2417.317   -582.525     228
   229.00000 -0.514151E+02  0.576799E+02 -0.514285E+02  0.470155E+02 -0.498003E+01   -178.712   -693.833   -583.093     229
   230.00000 -0.514355E+02  0.580369E+02 -0.514490E+02  0.473725E+02 -0.498563E+01   -432.004   -609.589   -583.888     230
   231.00000 -0.514206E+02  0.583652E+02 -0.514338E+02  0.477008E+02 -0.499118E+01   -645.314   -708.263   -584.899     231
   232.00000 -0.532605E+02  0.584684E+02 -0.532738E+02  0.478040E+02 -0.499669E+01   -158.567   -357.761   -586.072     232
   233.00000 -0.532605E+02  0.587922E+02 -0.532744E+02  0.481278E+02 -0.500215E+01   -324.995   -368.298   -587.461     233
   234.00000 -0.555105E+02  0.591738E+02 -0.555244E+02  0.485094E+02 -0.500755E+01   -129.856   -205.763   -589.049     234
   235.00000 -0.566505E+02  0.593619E+02 -0.566644E+02  0.486974E+02 -0.501288E+01   -146.045   -181.536   -590.814     235
   236.00000 -0.566234E+02  0.597081E+02 -0.566381E+02  0.490437E+02 -0.501813E+01   -239.764   -236.497   -592.540     236
   237.00000 -0.566229E+02  0.600208E+02 -0.566374E+02  0.493564E+02 -0.502337E+01   -295.641   -284.957   -592.197     237
   238.00000 -0.566136E+02  0.604116E+02 -0.566291E+02  0.497472E+02 -0.502878E+01   -364.796   -338.833   -586.125     238
   239.00000 -0.565966E+02  0.607826E+02 -0.566118E+02  0.501182E+02 -0.503465E+01   -457.242   -403.262   -572.275     239
   240.00000 -0.567266E+02  0.610231E+02 -0.567418E+02  0.503587E+02 -0.504111E+01   -406.862   -418.336   -552.649     240
   241.00000 -0.579066E+02  0.610855E+02 -0.579217E+02  0.504210E+02 -0.504844E+01   -180.387   -271.319   -529.749     241
   242.00000 -0.585966E+02  0.611203E+02 -0.586117E+02  0.504558E+02 -0.505667E+01   -184.021   -228.967   -508.451     242
   243.00000 -0.585966E+02  0.612404E+02 -0.586123E+02  0.505759E+02 -0.506570E+01   -257.754   -260.273   -490.887     243
   244.00000 -0.586585E+02  0.615100E+02 -0.586742E+02  0.508456E+02 -0.507553E+01   -296.523   -295.894   -477.739     244
   245.00000 -0.586353E+02  0.617702E+02 -0.586509E+02  0.511057E+02 -0.508696E+01   -365.819   -340.862   -462.861     245
   246.00000 -0.587053E+02  0.620841E+02 -0.587209E+02  0.514196E+02 -0.509991E+01   -386.364   -377.719   -446.731     246
   247.00000 -0.609652E+02  0.621716E+02 -0.609809E+02  0.515072E+02 -0.511453E+01   -124.819   -181.993   -431.191     247
   248.00000 -0.610652E+02  0.623228E+02 -0.610809E+02  0.516584E+02 -0.513071E+01   -209.563   -214.831   -418.046     248
   249.00000 -0.615153E+02  0.623810E+02 -0.615309E+02  0.517165E+02 -0.514825E+01   -188.784   -208.940   -404.859     249
   250.00000 -0.642653E+02  0.624352E+02 -0.642809E+02  0.517707E+02 -0.516744E+01    -97.707   -119.281   -387.148     250
   251.00000 -0.642498E+02  0.626716E+02 -0.642662E+02  0.520071E+02 -0.519136E+01   -174.674   -166.656   -359.737     251
   252.00000 -0.642498E+02  0.629120E+02 -0.642663E+02  0.522475E+02 -0.522888E+01   -208.554   -196.494   -306.870     252
   253.00000 -0.642324E+02  0.631514E+02 -0.642488E+02  0.524870E+02 -0.529296E+01   -239.549   -223.715   -270.214     253
   254.00000 -0.643002E+02  0.634478E+02 -0.643166E+02  0.527833E+02 -0.537322E+01   -258.717   -246.310   -247.201     254
   255.00000 -0.643002E+02  0.636988E+02 -0.643164E+02  0.530343E+02 -0.546682E+01   -293.755   -271.520   -238.605     255
   256.00000 -0.642354E+02  0.639708E+02 -0.642517E+02  0.533064E+02 -0.556774E+01   -348.110   -303.684   -236.391     256
   257.00000 -0.641674E+02  0.642350E+02 -0.641836E+02  0.535705E+02 -0.566848E+01   -403.132   -338.224   -237.063     257
   258.00000 -0.641674E+02  0.644151E+02 -0.641815E+02  0.537507E+02 -0.576229E+01   -420.822   -363.568   -240.075     258
   259.00000 -0.641044E+02  0.646848E+02 -0.641208E+02  0.540203E+02 -0.585037E+01   -478.365   -389.579   -245.086     259
   260.00000 -0.640814E+02  0.648982E+02 -0.640964E+02  0.542337E+02 -0.593398E+01   -526.354   -426.150   -251.067     260
   261.00000 -0.681615E+02  0.649144E+02 -0.681764E+02  0.542500E+02 -0.601522E+01    -87.165   -117.812   -257.229     261
   262.00000 -0.681122E+02  0.651224E+02 -0.681275E+02  0.544580E+02 -0.609280E+01   -178.536   -170.351   -258.669     262
   263.00000 -0.680390E+02  0.653450E+02 -0.680544E+02  0.546806E+02 -0.617788E+01   -220.086   -203.459   -243.229     263
   264.00000 -0.679673E+02  0.655610E+02 -0.679826E+02  0.548966E+02 -0.628536E+01   -254.115   -231.327   -230.673     264
   265.00000 -0.678924E+02  0.657727E+02 -0.679077E+02  0.551083E+02 -0.640833E+01   -288.658   -257.834   -224.117     265
   266.00000 -0.678264E+02  0.659735E+02 -0.678414E+02  0.553091E+02 -0.653534E+01   -319.317   -281.388   -223.534     266
   267.00000 -0.677732E+02  0.661881E+02 -0.677885E+02  0.555237E+02 -0.665867E+01   -347.619   -303.624   -225.095     267
   268.00000 -0.677297E+02  0.663640E+02 -0.677440E+02  0.556996E+02 -0.677540E+01   -377.524   -326.963   -228.452     268
   269.00000 -0.677297E+02  0.664656E+02 -0.677422E+02  0.558012E+02 -0.688377E+01   -380.876   -339.458   -232.612     269
   270.00000 -0.695797E+02  0.666073E+02 -0.695922E+02  0.559429E+02 -0.698735E+01   -135.959   -186.615   -237.398     270
   271.00000 -0.725628E+02  0.667973E+02 -0.725753E+02  0.561329E+02 -0.708173E+01    -92.519   -111.005   -241.517     271
   272.00000 -0.725428E+02  0.669862E+02 -0.725553E+02  0.563218E+02 -0.718411E+01   -163.557   -154.446   -228.909     272
   273.00000 -0.724586E+02  0.671799E+02 -0.724711E+02  0.565155E+02 -0.733263E+01   -201.291   -185.219   -204.480     273
   274.00000 -0.723863E+02  0.673666E+02 -0.723988E+02  0.567022E+02 -0.751540E+01   -228.865   -208.564   -192.403     274
   275.00000 -0.723167E+02  0.675392E+02 -0.723289E+02  0.568747E+02 -0.771179E+01   -252.718   -228.292   -189.628     275
   276.00000 -0.722726E+02  0.677124E+02 -0.722849E+02  0.570479E+02 -0.789868E+01   -270.224   -244.345   -191.749     276
   277.00000 -0.722726E+02  0.677767E+02 -0.722822E+02  0.571123E+02 -0.807825E+01   -279.273   -256.550   -196.095     277
   278.00000 -0.726322E+02  0.679183E+02 -0.726418E+02  0.572539E+02 -0.825172E+01   -221.284   -234.849   -201.268     278
   279.00000 -0.727122E+02  0.679441E+02 -0.727217E+02  0.572797E+02 -0.841457E+01   -238.688   -235.245   -206.709     279
   280.00000 -0.726778E+02  0.680758E+02 -0.726880E+02  0.574114E+02 -0.856703E+01   -270.718   -251.876   -211.200     280
   281.00000 -0.725877E+02  0.682175E+02 -0.725980E+02  0.575531E+02 -0.871081E+01   -307.348   -273.851   -215.212     281
   282.00000 -0.725217E+02  0.683507E+02 -0.725319E+02  0.576862E+02 -0.884692E+01   -330.413   -291.963   -219.363     282
   283.00000 -0.725087E+02  0.684569E+02 -0.725182E+02  0.577925E+02 -0.897218E+01   -334.330   -302.759   -223.898     283
   284.00000 -0.724713E+02  0.685809E+02 -0.724813E+02  0.579165E+02 -0.908829E+01   -351.024   -314.369   -228.687     284
   285.00000 -0.724168E+02  0.686994E+02 -0.724267E+02  0.580350E+02 -0.919498E+01   -376.301   -330.692   -233.572     285
   286.00000 -0.724036E+02  0.688150E+02 -0.724133E+02  0.581506E+02 -0.929207E+01   -377.379   -339.245   -238.560     286
   287.00000 -0.723183E+02  0.689314E+02 -0.723281E+02  0.582670E+02 -0.938087E+01   -429.989   -361.280   -244.160     287
   288.00000 -0.722382E+02  0.690402E+02 -0.722478E+02  0.583758E+02 -0.946504E+01   -466.637   -382.332   -250.503     288
   289.00000 -0.721538E+02  0.691486E+02 -0.721634E+02  0.584842E+02 -0.954458E+01   -509.677   -404.133   -256.525     289
   290.00000 -0.720822E+02  0.692557E+02 -0.720918E+02  0.585913E+02 -0.961968E+01   -541.390   -424.326   -262.508     290
   291.00000 -0.729122E+02  0.692965E+02 -0.729218E+02  0.586321E+02 -0.969233E+01   -215.137   -295.675   -268.399     291
   292.00000 -0.729322E+02  0.694144E+02 -0.729418E+02  0.587500E+02 -0.976058E+01   -304.464   -306.714   -274.101     292
   293.00000 -0.730422E+02  0.694698E+02 -0.730518E+02  0.588054E+02 -0.982479E+01   -294.613   -304.819   -279.193     293
   294.00000 -0.730922E+02  0.695297E+02 -0.731018E+02  0.588653E+02 -0.988561E+01   -310.577   -310.305   -283.264     294
   295.00000 -0.742422E+02  0.695424E+02 -0.742518E+02  0.588779E+02 -0.994382E+01   -163.772   -215.343   -286.393     295
   296.00000 -0.752422E+02  0.695693E+02 -0.752519E+02  0.589049E+02 -0.100000E+02   -149.933   -178.479   -288.335     296
   297.00000 -0.756622E+02  0.695792E+02 -0.756719E+02  0.589148E+02 -0.100561E+02   -171.628   -182.578   -286.857     297
   298.00000 -0.756398E+02  0.696456E+02 -0.756498E+02  0.589812E+02 -0.101173E+02   -215.854   -208.020   -277.415     298
   299.00000 -0.757998E+02  0.696690E+02 -0.758098E+02  0.590045E+02 -0.101868E+02   -211.126   -212.686   -264.300     299
   300.00000 -0.757998E+02  0.697009E+02 -0.758099E+02  0.590365E+02 -0.102665E+02   -235.407   -226.452   -252.863     300
   301.00000 -0.769098E+02  0.697340E+02 -0.769199E+02  0.590696E+02 -0.103527E+02   -146.595   -172.590   -244.386     301
   302.00000 -0.768696E+02  0.698129E+02 -0.768799E+02  0.591484E+02 -0.104465E+02   -208.820   -199.876   -237.919     302
   303.00000 -0.769796E+02  0.698659E+02 -0.769899E+02  0.592015E+02 -0.105530E+02   -212.627   -209.659   -230.468     303
   304.00000 -0.769688E+02  0.699454E+02 -0.769793E+02  0.592810E+02 -0.106735E+02   -237.117   -225.189   -224.778     304
   305.00000 -0.768951E+02  0.700185E+02 -0.769056E+02  0.593540E+02 -0.108016E+02   -263.704   -242.245   -222.155     305
   306.00000 -0.768396E+02  0.700849E+02 -0.768499E+02  0.594205E+02 -0.109315E+02   -279.327   -256.184   -221.650     306
   307.00000 -0.768026E+02  0.701466E+02 -0.768128E+02  0.594822E+02 -0.110584E+02   -288.871   -266.305   -223.231     307
   308.00000 -0.768026E+02  0.701832E+02 -0.768122E+02  0.595188E+02 -0.111805E+02   -290.078   -272.069   -225.598     308
   309.00000 -0.767329E+02  0.702419E+02 -0.767430E+02  0.595775E+02 -0.112968E+02   -310.877   -282.648   -228.540     309
   310.00000 -0.767228E+02  0.702960E+02 -0.767328E+02  0.596315E+02 -0.114066E+02   -309.454   -288.028   -231.956     310
   311.00000 -0.766875E+02  0.703558E+02 -0.766977E+02  0.596914E+02 -0.115096E+02   -323.413   -296.975   -235.496     311
   312.00000 -0.766573E+02  0.704176E+02 -0.766676E+02  0.597532E+02 -0.116054E+02   -332.198   -304.932   -239.214     312
   313.00000 -0.771673E+02  0.704370E+02 -0.771776E+02  0.597726E+02 -0.116972E+02   -218.557   -253.917   -243.496     313
   314.00000 -0.771673E+02  0.705263E+02 -0.771780E+02  0.598618E+02 -0.117844E+02   -276.057   -268.605   -247.883     314
   315.00000 -0.772491E+02  0.705992E+02 -0.772598E+02  0.599348E+02 -0.118690E+02   -274.322   -272.844   -251.210     315
   316.00000 -0.772491E+02  0.706949E+02 -0.772600E+02  0.600304E+02 -0.119513E+02   -298.986   -285.459   -253.627     316
   317.00000 -0.772069E+02  0.707473E+02 -0.772174E+02  0.600829E+02 -0.120318E+02   -322.582   -298.400   -255.857     317
   318.00000 -0.771945E+02  0.707835E+02 -0.772048E+02  0.601191E+02 -0.121105E+02   -326.054   -305.264   -258.230     318
   319.00000 -0.771945E+02  0.708216E+02 -0.772048E+02  0.601571E+02 -0.121869E+02   -327.283   -309.305   -260.902     319
   320.00000 -0.771846E+02  0.708780E+02 -0.771954E+02  0.602136E+02 -0.122611E+02   -335.053   -315.236   -263.726     320
   321.00000 -0.771846E+02  0.709194E+02 -0.771950E+02  0.602550E+02 -0.123331E+02   -340.511   -321.595   -266.686     321
   322.00000 -0.782146E+02  0.709287E+02 -0.782250E+02  0.602642E+02 -0.124038E+02   -173.270   -225.650   -269.688     322
   323.00000 -0.782246E+02  0.709577E+02 -0.782350E+02  0.602932E+02 -0.124723E+02   -242.438   -241.857   -272.394     323
   324.00000 -0.782246E+02  0.709811E+02 -0.782349E+02  0.603167E+02 -0.125395E+02   -264.214   -257.047   -273.111     324
   325.00000 -0.782246E+02  0.710084E+02 -0.782350E+02  0.603440E+02 -0.126072E+02   -277.541   -267.859   -272.120     325
   326.00000 -0.782246E+02  0.710698E+02 -0.782354E+02  0.604053E+02 -0.126759E+02   -290.112   -278.274   -270.849     326
   327.00000 -0.782246E+02  0.711281E+02 -0.782353E+02  0.604636E+02 -0.127453E+02   -300.864   -287.544   -270.207     327
   328.00000 -0.782238E+02  0.711755E+02 -0.782342E+02  0.605110E+02 -0.128148E+02   -310.848   -296.030   -270.204     328
   329.00000 -0.792538E+02  0.712001E+02 -0.792642E+02  0.605356E+02 -0.128841E+02   -168.633   -213.635   -270.524     329
   330.00000 -0.792538E+02  0.712734E+02 -0.792645E+02  0.606090E+02 -0.129530E+02   -237.327   -234.412   -270.843     330
   331.00000 -0.792488E+02  0.713197E+02 -0.792593E+02  0.606552E+02 -0.130226E+02   -259.448   -250.688   -269.306     331
   332.00000 -0.792084E+02  0.713361E+02 -0.792185E+02  0.606717E+02 -0.130939E+02   -281.087   -265.650   -267.047     332
   333.00000 -0.792084E+02  0.713532E+02 -0.792185E+02  0.606888E+02 -0.131670E+02   -284.406   -272.268   -265.345     333
   334.00000 -0.791973E+02  0.713766E+02 -0.792076E+02  0.607122E+02 -0.132408E+02   -293.736   -279.774   -264.429     334
   335.00000 -0.791590E+02  0.713997E+02 -0.791693E+02  0.607352E+02 -0.133147E+02   -308.320   -289.050   -264.332     335
   336.00000 -0.791327E+02  0.714241E+02 -0.791431E+02  0.607596E+02 -0.133881E+02   -315.610   -295.999   -264.943     336
   337.00000 -0.795827E+02  0.714401E+02 -0.795931E+02  0.607757E+02 -0.134610E+02   -222.624   -255.436   -265.874     337
   338.00000 -0.795572E+02  0.714632E+02 -0.795676E+02  0.607988E+02 -0.135330E+02   -278.129   -269.583   -267.182     338
   339.00000 -0.795373E+02  0.714884E+02 -0.795477E+02  0.608239E+02 -0.136041E+02   -293.393   -280.409   -268.091     339
   340.00000 -0.794796E+02  0.715016E+02 -0.794899E+02  0.608371E+02 -0.136746E+02   -314.973   -292.445   -268.788     340
   341.00000 -0.798496E+02  0.715180E+02 -0.798599E+02  0.608535E+02 -0.137447E+02   -231.781   -260.152   -269.497     341
   342.00000 -0.818172E+02  0.715472E+02 -0.818275E+02  0.608827E+02 -0.138143E+02   -120.487   -154.175   -270.301     342
   343.00000 -0.821310E+02  0.715712E+02 -0.821413E+02  0.609067E+02 -0.138840E+02   -167.519   -172.426   -268.083     343
   344.00000 -0.824410E+02  0.715960E+02 -0.824513E+02  0.609316E+02 -0.139607E+02   -174.803   -178.944   -255.427     344
   345.00000 -0.824114E+02  0.716160E+02 -0.824216E+02  0.609516E+02 -0.140522E+02   -206.705   -197.663   -240.221     345
   346.00000 -0.835314E+02  0.716254E+02 -0.835416E+02  0.609609E+02 -0.141593E+02   -137.927   -156.743   -228.545     346
   347.00000 -0.835439E+02  0.716624E+02 -0.835542E+02  0.609980E+02 -0.142873E+02   -189.097   -181.563   -217.721     347
   348.00000 -0.835439E+02  0.716778E+02 -0.835540E+02  0.610133E+02 -0.144383E+02   -205.761   -195.448   -207.660     348
   349.00000 -0.837839E+02  0.717097E+02 -0.837940E+02  0.610453E+02 -0.146026E+02   -190.491   -192.517   -201.330     349
   350.00000 -0.839835E+02  0.717349E+02 -0.839936E+02  0.610704E+02 -0.147748E+02   -192.921   -193.634   -198.528     350
   351.00000 -0.840235E+02  0.717452E+02 -0.840336E+02  0.610808E+02 -0.149506E+02   -211.661   -203.807   -197.245     351
   352.00000 -0.840060E+02  0.717604E+02 -0.840161E+02  0.610959E+02 -0.151276E+02   -227.072   -214.540   -197.190     352
   353.00000 -0.839759E+02  0.717690E+02 -0.839860E+02  0.611045E+02 -0.153027E+02   -237.697   -223.234   -198.505     353
   354.00000 -0.839759E+02  0.717829E+02 -0.839860E+02  0.611184E+02 -0.154739E+02   -241.541   -228.804   -200.713     354
   355.00000 -0.839759E+02  0.717944E+02 -0.839860E+02  0.611300E+02 -0.156384E+02   -246.491   -233.731   -203.639     355
   356.00000 -0.839759E+02  0.718054E+02 -0.839859E+02  0.611409E+02 -0.157967E+02   -251.396   -238.436   -206.775     356
   357.00000 -0.839759E+02  0.718183E+02 -0.839860E+02  0.611538E+02 -0.159488E+02   -255.987   -242.875   -210.047     357
   358.00000 -0.839759E+02  0.718330E+02 -0.839860E+02  0.611685E+02 -0.160944E+02   -260.606   -247.320   -213.353     358
   359.00000 -0.839683E+02  0.718479E+02 -0.839785E+02  0.611835E+02 -0.162337E+02   -266.697   -252.391   -216.664     359
   360.00000 -0.839660E+02  0.718687E+02 -0.839763E+02  0.612042E+02 -0.163666E+02   -270.550   -256.583   -219.953     360
   361.00000 -0.839660E+02  0.718794E+02 -0.839760E+02  0.612149E+02 -0.164932E+02   -274.997   -261.061   -223.208     361
   362.00000 -0.839660E+02  0.718949E+02 -0.839762E+02  0.612304E+02 -0.166137E+02   -277.997   -264.309   -226.403     362
   363.00000 -0.839660E+02  0.719084E+02 -0.839761E+02  0.612439E+02 -0.167281E+02   -281.980   -268.188   -229.533     363
   364.00000 -0.839660E+02  0.719202E+02 -0.839761E+02  0.612557E+02 -0.168367E+02   -285.287   -271.543   -232.587     364
   365.00000 -0.839547E+02  0.719406E+02 -0.839650E+02  0.612762E+02 -0.169395E+02   -291.230   -275.924   -235.570     365
   366.00000 -0.839263E+02  0.719604E+02 -0.839366E+02  0.612960E+02 -0.170367E+02   -301.030   -282.370   -238.515     366
   367.00000 -0.839189E+02  0.719821E+02 -0.839292E+02  0.613177E+02 -0.171282E+02   -302.101   -285.760   -241.466     367
   368.00000 -0.839189E+02  0.720069E+02 -0.839293E+02  0.613424E+02 -0.172165E+02   -304.521   -289.275   -245.074     368
   369.00000 -0.839189E+02  0.720231E+02 -0.839291E+02  0.613586E+02 -0.173020E+02   -307.781   -292.742   -248.519     369
   370.00000 -0.839189E+02  0.720340E+02 -0.839289E+02  0.613695E+02 -0.173850E+02   -310.203   -295.425   -251.894     370
   371.00000 -0.839112E+02  0.720545E+02 -0.839215E+02  0.613900E+02 -0.174656E+02   -314.739   -298.733   -255.146     371
   372.00000 -0.839104E+02  0.720753E+02 -0.839207E+02  0.614109E+02 -0.175439E+02   -317.407   -302.095   -258.305     372
   373.00000 -0.838486E+02  0.720873E+02 -0.838587E+02  0.614228E+02 -0.176198E+02   -342.037   -313.169   -261.410     373
   374.00000 -0.838246E+02  0.721012E+02 -0.838347E+02  0.614367E+02 -0.176934E+02   -340.109   -316.739   -264.475     374
   375.00000 -0.838192E+02  0.721205E+02 -0.838294E+02  0.614560E+02 -0.177648E+02   -338.639   -319.358   -267.528     375
   376.00000 -0.838162E+02  0.721410E+02 -0.838265E+02  0.614766E+02 -0.178339E+02   -339.836   -322.093   -270.552     376
   377.00000 -0.838150E+02  0.721913E+02 -0.838260E+02  0.615268E+02 -0.179007E+02   -341.674   -324.805   -273.538     377
   378.00000 -0.839650E+02  0.722036E+02 -0.839760E+02  0.615392E+02 -0.179663E+02   -292.199   -306.120   -276.504     378
   379.00000 -0.839511E+02  0.722328E+02 -0.839623E+02  0.615683E+02 -0.180295E+02   -327.002   -314.414   -279.359     379
   380.00000 -0.839511E+02  0.722328E+02 -0.839620E+02  0.615683E+02 -0.180904E+02   -330.654   -318.038   -281.977     380
   381.00000 -0.839511E+02  0.722556E+02 -0.839623E+02  0.615912E+02 -0.181496E+02   -335.531   -322.014   -284.393     381
   382.00000 -0.841012E+02  0.722729E+02 -0.841123E+02  0.616085E+02 -0.182074E+02   -290.934   -305.827   -286.654     382
   383.00000 -0.841003E+02  0.723031E+02 -0.841115E+02  0.616387E+02 -0.182634E+02   -322.288   -313.475   -288.739     383
   384.00000 -0.840953E+02  0.723342E+02 -0.841065E+02  0.616698E+02 -0.183178E+02   -335.087   -321.640   -290.629     384
   385.00000 -0.840230E+02  0.723693E+02 -0.840343E+02  0.617049E+02 -0.183708E+02   -372.110   -338.151   -292.392     385
   386.00000 -0.839808E+02  0.724041E+02 -0.839920E+02  0.617397E+02 -0.184223E+02   -381.187   -348.297   -294.157     386
   387.00000 -0.839808E+02  0.724344E+02 -0.839919E+02  0.617699E+02 -0.184723E+02   -374.101   -351.987   -296.023     387
   388.00000 -0.839625E+02  0.724990E+02 -0.839745E+02  0.618345E+02 -0.185209E+02   -384.358   -358.507   -298.037     388
   389.00000 -0.838937E+02  0.725240E+02 -0.839047E+02  0.618596E+02 -0.185678E+02   -427.439   -377.147   -300.210     389
   390.00000 -0.838838E+02  0.725631E+02 -0.838952E+02  0.618987E+02 -0.186129E+02   -410.804   -378.725   -302.601     390
   391.00000 -0.838245E+02  0.726000E+02 -0.838358E+02  0.619355E+02 -0.186560E+02   -445.467   -392.959   -305.268     391
   392.00000 -0.838245E+02  0.726602E+02 -0.838364E+02  0.619958E+02 -0.186981E+02   -424.564   -393.441   -308.812     392
   393.00000 -0.838245E+02  0.727283E+02 -0.838366E+02  0.620638E+02 -0.187392E+02   -432.104   -401.498   -312.246     393
   394.00000 -0.837678E+02  0.727687E+02 -0.837792E+02  0.621042E+02 -0.187793E+02   -479.799   -419.950   -315.770     394
   395.00000 -0.837455E+02  0.728057E+02 -0.837569E+02  0.621412E+02 -0.188183E+02   -475.290   -425.943   -319.320     395
   396.00000 -0.837399E+02  0.728535E+02 -0.837515E+02  0.621890E+02 -0.188564E+02   -467.002   -428.166   -322.905     396
   397.00000 -0.837399E+02  0.728988E+02 -0.837515E+02  0.622344E+02 -0.188934E+02   -466.450   -432.414   -326.503     397
   398.00000 -0.842999E+02  0.729141E+02 -0.843115E+02  0.622497E+02 -0.189299E+02   -253.144   -338.926   -330.106     398
   399.00000 -0.843099E+02  0.729648E+02 -0.843215E+02  0.623004E+02 -0.189653E+02   -340.459   -347.820   -333.685     399
   400.00000 -0.843035E+02  0.730070E+02 -0.843150E+02  0.623426E+02 -0.189996E+02   -368.194   -360.672   -337.021     400
   401.00000 -0.848435E+02  0.730470E+02 -0.848550E+02  0.623826E+02 -0.190332E+02   -235.270   -300.202   -339.943     401
   402.00000 -0.848265E+02  0.730909E+02 -0.848381E+02  0.624264E+02 -0.190659E+02   -313.111   -315.222   -342.215     402
   403.00000 -0.848134E+02  0.731928E+02 -0.848254E+02  0.625284E+02 -0.190982E+02   -348.013   -337.637   -343.579     403
   404.00000 -0.847871E+02  0.732654E+02 -0.847987E+02  0.626009E+02 -0.191302E+02   -378.740   -357.424   -344.258     404
   405.00000 -0.847094E+02  0.733154E+02 -0.847205E+02  0.626510E+02 -0.191621E+02   -432.849   -382.526   -344.478     405
   406.00000 -0.846618E+02  0.733749E+02 -0.846731E+02  0.627105E+02 -0.191939E+02   -447.989   -398.188   -344.699     406
   407.00000 -0.846164E+02  0.734310E+02 -0.846276E+02  0.627666E+02 -0.192256E+02   -470.803   -415.144   -345.186     407
   408.00000 -0.845770E+02  0.734833E+02 -0.845881E+02  0.628189E+02 -0.192571E+02   -487.939   -429.202   -346.002     408
   409.00000 -0.845113E+02  0.735390E+02 -0.845225E+02  0.628745E+02 -0.192883E+02   -535.539   -449.429   -347.164     409
   410.00000 -0.845113E+02  0.735540E+02 -0.845215E+02  0.628895E+02 -0.193189E+02   -503.000   -453.647   -348.723     410
   411.00000 -0.845113E+02  0.735857E+02 -0.845219E+02  0.629213E+02 -0.193491E+02   -487.580   -450.232   -350.637     411
   412.00000 -0.845113E+02  0.736769E+02 -0.845234E+02  0.630125E+02 -0.193787E+02   -486.372   -453.169   -352.772     412
   413.00000 -0.844759E+02  0.737458E+02 -0.844874E+02  0.630813E+02 -0.194075E+02   -542.182   -476.136   -355.110     413
