 ******* Program HYDRUS
 ******* None                                                                    
 Date: 395.15.    Time: ***: 0:**
 Units: L = cm   , T = days , M = mmol 


    TLevel      Time          dt      Iter    ItCum  KodT  KodB  Convergency
     4882  0.6820000E+03  0.10000E+01    2    13414    -4    -5     T
     4895  0.6830000E+03  0.21151E+00    2    13440    -4    -5     T
     4908  0.6840000E+03  0.21151E+00    2    13466    -4    -5     T
     4911  0.6850000E+03  0.37500E+00    2    13472    -4    -5     T
     4913  0.6860000E+03  0.66667E+00    2    13476    -4    -5     T
     4926  0.6870000E+03  0.21151E+00    2    13502    -4    -5     T
     4929  0.6880000E+03  0.37500E+00    2    13508    -4    -5     T
     4931  0.6890000E+03  0.66667E+00    2    13512    -4    -5     T
     4933  0.6900000E+03  0.50000E+00    2    13516    -4    -5     T
     4946  0.6910000E+03  0.21151E+00    2    13542    -4    -5     T
     4949  0.6920000E+03  0.37500E+00    2    13548    -4    -5     T
     4951  0.6930000E+03  0.66667E+00    2    13552    -4    -5     T
     4964  0.6940000E+03  0.21151E+00    2    13578    -4    -5     T
     4968  0.6950000E+03  0.25000E+00    2    13588    -4    -5     T
     4970  0.6960000E+03  0.66667E+00    2    13592    -4    -5     T
     4972  0.6970000E+03  0.50000E+00    2    13596    -4    -5     T
     4985  0.6980000E+03  0.21151E+00    2    13622    -4    -5     T
     4998  0.6990000E+03  0.21151E+00    2    13648    -4    -5     T
     5011  0.7000000E+03  0.21151E+00    2    13674    -4    -5     T
     5024  0.7010000E+03  0.21151E+00    2    13700    -4    -5     T
     5037  0.7020000E+03  0.21151E+00    2    13726    -4    -5     T
     5050  0.7030000E+03  0.21151E+00    2    13752    -4    -5     T
     5053  0.7040000E+03  0.37500E+00    2    13759    -4    -5     T
     5066  0.7050000E+03  0.21151E+00    2    13785    -4    -5     T
     5079  0.7060000E+03  0.21151E+00    2    13811    -4    -5     T
     5082  0.7070000E+03  0.37500E+00    2    13817    -4    -5     T
     5084  0.7080000E+03  0.66667E+00    2    13821    -4    -5     T
     5086  0.7090000E+03  0.50000E+00    2    13825    -4    -5     T
     5087  0.7100000E+03  0.10000E+01    2    13827    -4    -5     T
     5102  0.7110000E+03  0.14843E+00    3    13869    -4    -5     T
     5106  0.7120000E+03  0.31250E+00    4    13883    -4    -5     T
     5119  0.7130000E+03  0.21151E+00    2    13909    -4    -5     T
     5132  0.7140000E+03  0.21151E+00    2    13935    -4    -5     T
     5145  0.7150000E+03  0.21151E+00    2    13961    -4    -5     T
     5158  0.7160000E+03  0.21151E+00    2    13987    -4    -5     T
     5171  0.7170000E+03  0.21151E+00    2    14013    -4    -5     T
     5184  0.7180000E+03  0.21151E+00    2    14039    -4    -5     T
     5197  0.7190000E+03  0.21151E+00    2    14065    -4    -5     T
     5200  0.7200000E+03  0.37500E+00    2    14071    -4    -5     T
     5202  0.7210000E+03  0.66667E+00    2    14075    -4    -5     T
     5204  0.7220000E+03  0.50000E+00    2    14079    -4    -5     T
     5205  0.7230000E+03  0.10000E+01    2    14081    -4    -5     T
     5206  0.7240000E+03  0.10000E+01    2    14083    -4    -5     T
     5219  0.7250000E+03  0.21151E+00    2    14109    -4    -5     T
     5222  0.7260000E+03  0.37500E+00    2    14116    -4    -5     T
     5224  0.7270000E+03  0.66667E+00    2    14120    -4    -5     T
     5226  0.7280000E+03  0.50000E+00    2    14124    -4    -5     T
     5227  0.7290000E+03  0.10000E+01    2    14126    -4    -5     T
     5228  0.7300000E+03  0.10000E+01    2    14128    -4    -5     T
end
