 ******* Program HYDRUS
 ******* None                                                                    
 Date: 395.15.    Time: ***: 0:**
 Units: L = cm   , T = days , M = mmol 

       Time          rTop        rRoot        vTop         vRoot        vBot       sum(rTop)   sum(rRoot)    sum(vTop)   sum(vRoot)    sum(vBot)      hTop         hRoot        hBot        RunOff    sum(RunOff)     Volume     sum(Infil)    sum(Evap) TLevel Cum(WTrans)  SnowLayer
        [T]         [L/T]        [L/T]        [L/T]        [L/T]        [L/T]         [L]          [L]          [L]         [L]           [L]         [L]           [L]         [L]          [L/T]         [L]          [L]          [L]          [L]

       1.0000 -0.51000E+00  0.14645E-01 -0.51000E+00  0.14645E-01 -0.89164E-02 -0.51000E+00  0.14645E-01 -0.51000E+00  0.14645E-01 -0.89164E-02 -0.27782E+03 -0.40575E+03 -0.50000E+03  0.00000E+00  0.00000E+00  0.13030E+02  0.51000E+00  0.00000E+00     14  0.00000E+00      0.000
       2.0000 -0.20000E-01  0.18425E-01 -0.20000E-01  0.18425E-01 -0.89163E-02 -0.53000E+00  0.33070E-01 -0.53000E+00  0.33070E-01 -0.17833E-01 -0.37129E+03 -0.40598E+03 -0.50000E+03  0.00000E+00  0.93859E-06  0.13023E+02  0.53000E+00  0.00000E+00     27  0.00000E+00      0.000
       3.0000  0.33944E-01  0.31326E-01  0.33944E-01  0.31326E-01 -0.89174E-02 -0.49606E+00  0.64396E-01 -0.49614E+00  0.64396E-01 -0.26750E-01 -0.43155E+03 -0.42809E+03 -0.49997E+03  0.00000E+00  0.93859E-06  0.12952E+02  0.53000E+00  0.33863E-01     30  0.00000E+00      0.000
       4.0000  0.00000E+00  0.27483E-01 -0.97731E-07  0.27483E-01 -0.89233E-02 -0.49606E+00  0.91879E-01 -0.49611E+00  0.91879E-01 -0.35671E-01 -0.44344E+03 -0.44150E+03 -0.49980E+03  0.00000E+00  0.93859E-06  0.12914E+02  0.53000E+00  0.33895E-01     32  0.00000E+00      0.000
       5.0000  0.33578E-01  0.22512E-01  0.33578E-01  0.22512E-01 -0.89399E-02 -0.46248E+00  0.11439E+00 -0.46247E+00  0.11439E+00 -0.44607E-01 -0.48266E+03 -0.45884E+03 -0.49939E+03  0.00000E+00  0.93859E-06  0.12847E+02  0.53000E+00  0.67535E-01     34  0.00000E+00      0.000
       6.0000  0.37131E-01  0.27790E-01  0.36999E-01  0.27790E-01 -0.89691E-02 -0.42535E+00  0.14218E+00 -0.42547E+00  0.14218E+00 -0.53576E-01 -0.51404E+03 -0.47553E+03 -0.49860E+03  0.00000E+00  0.93859E-06  0.12778E+02  0.53000E+00  0.10453E+00     35  0.00000E+00      0.000
       7.0000  0.61359E-01  0.19826E-01  0.61558E-01  0.19826E-01 -0.90118E-02 -0.36399E+00  0.16201E+00 -0.36391E+00  0.16201E+00 -0.62588E-01 -0.57345E+03 -0.50012E+03 -0.49761E+03  0.00000E+00  0.93859E-06  0.12680E+02  0.53000E+00  0.16609E+00     36  0.00000E+00      0.000
       8.0000  0.45805E-01  0.17215E-01  0.45870E-01  0.17215E-01 -0.90577E-02 -0.31818E+00  0.17922E+00 -0.31804E+00  0.17922E+00 -0.71645E-01 -0.59564E+03 -0.51812E+03 -0.49646E+03  0.00000E+00  0.93859E-06  0.12605E+02  0.53000E+00  0.21196E+00     37  0.00000E+00      0.000
       9.0000  0.40648E-01  0.22866E-01  0.40507E-01  0.22866E-01 -0.91052E-02 -0.27754E+00  0.20209E+00 -0.27753E+00  0.20209E+00 -0.80750E-01 -0.61579E+03 -0.53352E+03 -0.49526E+03  0.00000E+00  0.93859E-06  0.12538E+02  0.53000E+00  0.25247E+00     38  0.00000E+00      0.000
      10.0000  0.57954E-01  0.21750E-01  0.57982E-01  0.21750E-01 -0.91510E-02 -0.21958E+00  0.22384E+00 -0.21955E+00  0.22384E+00 -0.89901E-01 -0.67578E+03 -0.55656E+03 -0.49411E+03  0.00000E+00  0.93859E-06  0.12449E+02  0.53000E+00  0.31045E+00     39  0.00000E+00      0.000
      11.0000  0.50457E-01  0.43371E-01  0.49917E-01  0.43371E-01 -0.91933E-02 -0.16912E+00  0.26721E+00 -0.16963E+00  0.26721E+00 -0.99095E-01 -0.70963E+03 -0.57621E+03 -0.49310E+03  0.00000E+00  0.93859E-06  0.12367E+02  0.53000E+00  0.36037E+00     40  0.00000E+00      0.000
      12.0000  0.00000E+00  0.69531E-01 -0.65391E-03  0.69531E-01 -0.92259E-02 -0.16912E+00  0.33674E+00 -0.17029E+00  0.33674E+00 -0.10832E+00 -0.65648E+03 -0.58349E+03 -0.49229E+03  0.00000E+00  0.93859E-06  0.12315E+02  0.53000E+00  0.36037E+00     41  0.00000E+00      0.000
      13.0000  0.46673E-01  0.30276E-01  0.47654E-01  0.30276E-01 -0.92443E-02 -0.12245E+00  0.36702E+00 -0.12263E+00  0.36702E+00 -0.11756E+00 -0.77421E+03 -0.62086E+03 -0.49177E+03  0.00000E+00  0.93859E-06  0.12189E+02  0.53000E+00  0.40802E+00     42  0.00000E+00      0.000
      14.0000  0.50318E-01  0.32631E-01  0.50259E-01  0.32631E-01 -0.92523E-02 -0.72133E-01  0.39965E+00 -0.72373E-01  0.39965E+00 -0.12682E+00 -0.84466E+03 -0.64426E+03 -0.49156E+03  0.00000E+00  0.93859E-06  0.12099E+02  0.53000E+00  0.45828E+00     43  0.00000E+00      0.000
      15.0000  0.70920E-01  0.17794E-01  0.71291E-01  0.17794E-01 -0.92469E-02 -0.12131E-02  0.41744E+00 -0.10823E-02  0.41744E+00 -0.13606E+00 -0.10164E+04 -0.68213E+03 -0.49170E+03  0.00000E+00  0.93859E-06  0.11986E+02  0.53000E+00  0.52957E+00     44  0.00000E+00      0.000
      16.0000  0.52326E-01  0.19025E-01  0.52295E-01  0.19025E-01 -0.92281E-02  0.51113E-01  0.43647E+00  0.51213E-01  0.43647E+00 -0.14529E+00 -0.10488E+04 -0.70359E+03 -0.49217E+03  0.00000E+00  0.93859E-06  0.11907E+02  0.53000E+00  0.58187E+00     45  0.00000E+00      0.000
      17.0000  0.50366E-01  0.26605E-01  0.50177E-01  0.26605E-01 -0.91999E-02  0.10148E+00  0.46307E+00  0.10139E+00  0.46307E+00 -0.15449E+00 -0.11072E+04 -0.72647E+03 -0.49297E+03  0.00000E+00  0.93859E-06  0.11828E+02  0.53000E+00  0.63204E+00     46  0.00000E+00      0.000
      18.0000  0.00000E+00  0.39759E-01 -0.32882E-03  0.39759E-01 -0.91532E-02  0.10148E+00  0.50283E+00  0.10106E+00  0.50283E+00 -0.16365E+00 -0.91393E+03 -0.72215E+03 -0.49404E+03  0.00000E+00  0.93859E-06  0.11793E+02  0.53000E+00  0.63204E+00     47  0.00000E+00      0.000
      19.0000 -0.37000E+00  0.33189E-01 -0.37000E+00  0.33189E-01 -0.91041E-02 -0.26852E+00  0.53602E+00 -0.26894E+00  0.53602E+00 -0.17277E+00 -0.38781E+03 -0.58694E+03 -0.49528E+03  0.00000E+00  0.25810E-05  0.12120E+02  0.90000E+00  0.63204E+00     60  0.00000E+00      0.000
      20.0000  0.00000E+00  0.00000E+00 -0.17905E-06  0.00000E+00 -0.90432E-02 -0.26852E+00  0.53602E+00 -0.26873E+00  0.53602E+00 -0.18184E+00 -0.53489E+03 -0.57659E+03 -0.49681E+03  0.00000E+00  0.25810E-05  0.12103E+02  0.90000E+00  0.63225E+00     64  0.00000E+00      0.000
      21.0000  0.51276E-01  0.44170E-01  0.51276E-01  0.44170E-01 -0.89729E-02 -0.21725E+00  0.58019E+00 -0.21782E+00  0.58019E+00 -0.19083E+00 -0.64904E+03 -0.59943E+03 -0.49860E+03  0.00000E+00  0.25810E-05  0.12013E+02  0.90000E+00  0.68316E+00     66  0.00000E+00      0.000
      22.0000 -0.13000E+00  0.14013E-01 -0.13000E+00  0.14013E-01 -0.88952E-02 -0.34725E+00  0.59420E+00 -0.34781E+00  0.59420E+00 -0.19976E+00 -0.47126E+03 -0.56261E+03 -0.50053E+03  0.00000E+00  0.10118E-04  0.12120E+02  0.10300E+01  0.68316E+00     79  0.00000E+00      0.000
      23.0000 -0.18800E+01  0.00000E+00 -0.18800E+01  0.00000E+00 -0.88122E-02 -0.22272E+01  0.59420E+00 -0.22278E+01  0.59420E+00 -0.20861E+00 -0.14810E+03 -0.27128E+03 -0.50261E+03  0.00000E+00  0.13619E-04  0.13991E+02  0.29100E+01  0.68316E+00     98  0.00000E+00      0.000
      24.0000 -0.95000E+00  0.19329E-01 -0.95000E+00  0.19329E-01 -0.87257E-02 -0.31772E+01  0.61353E+00 -0.31778E+01  0.61353E+00 -0.21737E+00 -0.16204E+03 -0.21001E+03 -0.50479E+03  0.00000E+00  0.18427E-04  0.14913E+02  0.38600E+01  0.68316E+00    111  0.00000E+00      0.000
      25.0000  0.18481E-01  0.28656E-01  0.18481E-01  0.28656E-01 -0.86438E-02 -0.31588E+01  0.64219E+00 -0.31594E+01  0.64219E+00 -0.22604E+00 -0.23777E+03 -0.24361E+03 -0.50682E+03  0.00000E+00  0.18427E-04  0.14860E+02  0.38600E+01  0.70158E+00    115  0.00000E+00      0.000
      26.0000  0.24015E-01  0.23305E-01  0.24015E-01  0.23305E-01 -0.86494E-02 -0.31347E+01  0.66549E+00 -0.31353E+01  0.66549E+00 -0.23468E+00 -0.27272E+03 -0.27057E+03 -0.50674E+03  0.00000E+00  0.18427E-04  0.14802E+02  0.38700E+01  0.73564E+00    117  0.00000E+00      0.000
      27.0000  0.45748E-01  0.26147E-01  0.45748E-01  0.26147E-01 -0.87959E-02 -0.30890E+01  0.69164E+00 -0.30896E+01  0.69164E+00 -0.24343E+00 -0.30291E+03 -0.29283E+03 -0.50273E+03  0.00000E+00  0.18427E-04  0.14723E+02  0.38700E+01  0.78135E+00    119  0.00000E+00      0.000
      28.0000  0.30968E-01  0.42048E-01  0.30570E-01  0.42048E-01 -0.91592E-02 -0.30580E+01  0.73369E+00 -0.30591E+01  0.73369E+00 -0.25259E+00 -0.32187E+03 -0.30978E+03 -0.49292E+03  0.00000E+00  0.18427E-04  0.14656E+02  0.38700E+01  0.81192E+00    120  0.00000E+00      0.000
      29.0000  0.00000E+00  0.69955E-01 -0.69721E-03  0.69955E-01 -0.99423E-02 -0.30580E+01  0.80364E+00 -0.30597E+01  0.80364E+00 -0.26253E+00 -0.33425E+03 -0.32557E+03 -0.48195E+03  0.00000E+00  0.18427E-04  0.14604E+02  0.38700E+01  0.81192E+00    121  0.00000E+00      0.000
      30.0000  0.73456E-01  0.44515E-01  0.74092E-01  0.44515E-01 -0.11193E-01 -0.29846E+01  0.84816E+00 -0.29857E+01  0.84816E+00 -0.27372E+00 -0.38402E+03 -0.35243E+03 -0.47026E+03  0.00000E+00  0.18427E-04  0.14450E+02  0.38700E+01  0.88602E+00    122  0.00000E+00      0.000
      31.0000  0.69531E-01  0.39524E-01  0.69656E-01  0.39524E-01 -0.12522E-01 -0.29150E+01  0.88768E+00 -0.29160E+01  0.88768E+00 -0.28625E+00 -0.41571E+03 -0.37294E+03 -0.45783E+03  0.00000E+00  0.18427E-04  0.14323E+02  0.38700E+01  0.95567E+00    123  0.00000E+00      0.000
      32.0000  0.00000E+00  0.93856E-01 -0.13582E-02  0.93856E-01 -0.13738E-01 -0.29150E+01  0.98154E+00 -0.29174E+01  0.98154E+00 -0.29998E+00 -0.40395E+03 -0.38127E+03 -0.44632E+03  0.00000E+00  0.18427E-04  0.14270E+02  0.38700E+01  0.95567E+00    124  0.00000E+00      0.000
      33.0000  0.46714E-01  0.53362E-01  0.47726E-01  0.53362E-01 -0.14812E-01 -0.28683E+01  0.10349E+01 -0.28696E+01  0.10349E+01 -0.31480E+00 -0.45381E+03 -0.40801E+03 -0.43626E+03  0.00000E+00  0.18427E-04  0.14115E+02  0.38700E+01  0.10034E+01    125  0.00000E+00      0.000
      34.0000  0.00000E+00  0.74428E-01 -0.52649E-03  0.74428E-01 -0.15741E-01 -0.28683E+01  0.11093E+01 -0.28702E+01  0.11093E+01 -0.33054E+00 -0.44337E+03 -0.41526E+03 -0.42804E+03  0.00000E+00  0.18427E-04  0.14046E+02  0.38700E+01  0.10034E+01    126  0.00000E+00      0.000
      35.0000  0.16725E-01  0.90772E-01  0.16316E-01  0.90772E-01 -0.16406E-01 -0.28516E+01  0.12001E+01 -0.28538E+01  0.12001E+01 -0.34694E+00 -0.47119E+03 -0.43374E+03 -0.42135E+03  0.00000E+00  0.18427E-04  0.13938E+02  0.38700E+01  0.10197E+01    127  0.00000E+00      0.000
      36.0000  0.76407E-01  0.48125E-01  0.77473E-01  0.48125E-01 -0.16935E-01 -0.27752E+01  0.12482E+01 -0.27764E+01  0.12482E+01 -0.36388E+00 -0.56078E+03 -0.46764E+03 -0.41640E+03  0.00000E+00  0.18427E-04  0.13754E+02  0.38700E+01  0.10972E+01    128  0.00000E+00      0.000
      37.0000 -0.11371E-01  0.58645E-01 -0.11371E-01  0.58645E-01 -0.17380E-01 -0.27866E+01  0.13069E+01 -0.27877E+01  0.13069E+01 -0.38108E+00 -0.50837E+03 -0.47188E+03 -0.41232E+03  0.00000E+00  0.21061E-04  0.13689E+02  0.39300E+01  0.11458E+01    141  0.00000E+00      0.000
      38.0000 -0.21000E+00  0.36519E-01 -0.21000E+00  0.36519E-01 -0.17661E-01 -0.29966E+01  0.13434E+01 -0.29977E+01  0.13434E+01 -0.39864E+00 -0.36850E+03 -0.43093E+03 -0.40968E+03  0.00000E+00  0.26593E-04  0.13845E+02  0.41400E+01  0.11458E+01    154  0.00000E+00      0.000
      39.0000  0.00000E+00  0.84855E-01  0.18650E-06  0.84855E-01 -0.17807E-01 -0.29966E+01  0.14282E+01 -0.29980E+01  0.14282E+01 -0.41640E+00 -0.44889E+03 -0.44443E+03 -0.40833E+03  0.00000E+00  0.26593E-04  0.13755E+02  0.41400E+01  0.11458E+01    157  0.00000E+00      0.000
      40.0000 -0.32262E-01  0.67000E-01 -0.32262E-01  0.67000E-01 -0.17861E-01 -0.30288E+01  0.14952E+01 -0.30303E+01  0.14952E+01 -0.43425E+00 -0.45037E+03 -0.45084E+03 -0.40780E+03  0.00000E+00  0.31059E-04  0.13702E+02  0.41800E+01  0.11536E+01    170  0.00000E+00      0.000
      41.0000  0.51415E-01  0.67845E-01  0.51415E-01  0.67845E-01 -0.17839E-01 -0.29774E+01  0.15631E+01 -0.29789E+01  0.15631E+01 -0.45210E+00 -0.53515E+03 -0.47620E+03 -0.40802E+03  0.00000E+00  0.31059E-04  0.13565E+02  0.41800E+01  0.12050E+01    173  0.00000E+00      0.000
      42.0000  0.14817E-01  0.65509E-01  0.14817E-01  0.65509E-01 -0.17767E-01 -0.29626E+01  0.16286E+01 -0.29641E+01  0.16286E+01 -0.46988E+00 -0.54429E+03 -0.49311E+03 -0.40871E+03  0.00000E+00  0.31059E-04  0.13466E+02  0.41800E+01  0.12198E+01    175  0.00000E+00      0.000
      43.0000 -0.68000E+00  0.75419E-01 -0.68000E+00  0.75419E-01 -0.17663E-01 -0.36426E+01  0.17040E+01 -0.36441E+01  0.17040E+01 -0.48759E+00 -0.25172E+03 -0.37750E+03 -0.40964E+03  0.00000E+00  0.33534E-04  0.14053E+02  0.48600E+01  0.12198E+01    189  0.00000E+00      0.000
      44.0000 -0.15900E+01  0.89685E-01 -0.15900E+01  0.89685E-01 -0.17535E-01 -0.52326E+01  0.17937E+01 -0.52341E+01  0.17937E+01 -0.50518E+00 -0.14846E+03 -0.22354E+03 -0.41084E+03  0.00000E+00  0.37104E-04  0.15536E+02  0.64500E+01  0.12198E+01    203  0.00000E+00      0.000
      45.0000  0.24717E-01  0.12136E+00  0.24717E-01  0.12136E+00 -0.17403E-01 -0.52079E+01  0.19151E+01 -0.52095E+01  0.19151E+01 -0.52263E+00 -0.24896E+03 -0.25623E+03 -0.41208E+03  0.00000E+00  0.37104E-04  0.15378E+02  0.64500E+01  0.12444E+01    207  0.00000E+00      0.000
      46.0000 -0.30000E-01  0.72230E-01 -0.29999E-01  0.72230E-01 -0.17365E-01 -0.52379E+01  0.19873E+01 -0.52395E+01  0.19873E+01 -0.54000E+00 -0.27914E+03 -0.28125E+03 -0.41240E+03  0.00000E+00  0.49389E-04  0.15318E+02  0.64800E+01  0.12444E+01    220  0.00000E+00      0.000
      47.0000  0.00000E+00  0.68788E-01 -0.13621E-06  0.68788E-01 -0.17654E-01 -0.52379E+01  0.20561E+01 -0.52394E+01  0.20561E+01 -0.55753E+00 -0.30542E+03 -0.30028E+03 -0.40963E+03  0.00000E+00  0.49389E-04  0.15230E+02  0.64800E+01  0.12444E+01    223  0.00000E+00      0.000
      48.0000  0.61420E-02  0.68422E-01  0.61422E-02  0.68422E-01 -0.18288E-01 -0.52317E+01  0.21245E+01 -0.52333E+01  0.21245E+01 -0.57566E+00 -0.32944E+03 -0.31949E+03 -0.40361E+03  0.00000E+00  0.49389E-04  0.15138E+02  0.64800E+01  0.12506E+01    225  0.00000E+00      0.000
      49.0000  0.00000E+00  0.47698E-01 -0.95693E-07  0.47698E-01 -0.19099E-01 -0.52317E+01  0.21722E+01 -0.52330E+01  0.21722E+01 -0.59456E+00 -0.34531E+03 -0.33439E+03 -0.39620E+03  0.00000E+00  0.49389E-04  0.15061E+02  0.64800E+01  0.12508E+01    227  0.00000E+00      0.000
      50.0000  0.19818E-01  0.87283E-01  0.18828E-01  0.87283E-01 -0.19905E-01 -0.52119E+01  0.22595E+01 -0.52142E+01  0.22595E+01 -0.61446E+00 -0.36611E+03 -0.34875E+03 -0.38890E+03  0.00000E+00  0.49389E-04  0.14973E+02  0.64800E+01  0.12696E+01    228  0.00000E+00      0.000
      51.0000  0.62729E-01  0.88760E-01  0.62692E-01  0.88760E-01 -0.20846E-01 -0.51492E+01  0.23482E+01 -0.51515E+01  0.23482E+01 -0.63531E+00 -0.41285E+03 -0.37318E+03 -0.38314E+03  0.00000E+00  0.49389E-04  0.14802E+02  0.64800E+01  0.13323E+01    229  0.00000E+00      0.000
      52.0000  0.44690E-01  0.10652E+00  0.44246E-01  0.10652E+00 -0.22158E-01 -0.51045E+01  0.24548E+01 -0.51073E+01  0.24548E+01 -0.65747E+00 -0.44252E+03 -0.39556E+03 -0.37891E+03  0.00000E+00  0.49389E-04  0.14647E+02  0.64800E+01  0.13766E+01    230  0.00000E+00      0.000
      53.0000  0.31191E-01  0.10720E+00  0.31174E-01  0.10720E+00 -0.23157E-01 -0.50733E+01  0.25620E+01 -0.50761E+01  0.25620E+01 -0.68062E+00 -0.47053E+03 -0.41892E+03 -0.37530E+03  0.00000E+00  0.49389E-04  0.14486E+02  0.64800E+01  0.14078E+01    231  0.00000E+00      0.000
      54.0000  0.23440E-01  0.93867E-01  0.23773E-01  0.93867E-01 -0.23874E-01 -0.50499E+01  0.26558E+01 -0.50523E+01  0.26558E+01 -0.70450E+00 -0.49579E+03 -0.43990E+03 -0.37282E+03  0.00000E+00  0.49389E-04  0.14331E+02  0.64800E+01  0.14315E+01    232  0.00000E+00      0.000
      55.0000  0.00000E+00  0.65352E-01  0.71287E-03  0.65352E-01 -0.24311E-01 -0.50499E+01  0.27212E+01 -0.50516E+01  0.27212E+01 -0.72881E+00 -0.49895E+03 -0.45306E+03 -0.37125E+03  0.00000E+00  0.49389E-04  0.14213E+02  0.64800E+01  0.14322E+01    233  0.00000E+00      0.000
      56.0000 -0.90000E-01  0.50851E-01 -0.90000E-01  0.50851E-01 -0.24593E-01 -0.51399E+01  0.27720E+01 -0.51416E+01  0.27720E+01 -0.75330E+00 -0.42800E+03 -0.43935E+03 -0.37016E+03  0.00000E+00  0.53011E-04  0.14228E+02  0.65700E+01  0.14322E+01    246  0.00000E+00      0.000
      57.0000 -0.77750E+00  0.82179E-01 -0.77750E+00  0.82179E-01 -0.24634E-01 -0.59174E+01  0.28542E+01 -0.59191E+01  0.28542E+01 -0.77793E+00 -0.22481E+03 -0.32751E+03 -0.37001E+03  0.00000E+00  0.60846E-04  0.14899E+02  0.73700E+01  0.14547E+01    259  0.00000E+00      0.000
      58.0000  0.00000E+00  0.86990E-01  0.20443E-06  0.86990E-01 -0.24472E-01 -0.59174E+01  0.29412E+01 -0.59191E+01  0.29412E+01 -0.80248E+00 -0.32970E+03 -0.34233E+03 -0.37058E+03  0.00000E+00  0.60846E-04  0.14788E+02  0.73700E+01  0.14547E+01    263  0.00000E+00      0.000
      59.0000 -0.30000E-01  0.61654E-01 -0.30000E-01  0.61654E-01 -0.24198E-01 -0.59474E+01  0.30029E+01 -0.59491E+01  0.30029E+01 -0.82680E+00 -0.35099E+03 -0.35562E+03 -0.37154E+03  0.00000E+00  0.67174E-04  0.14732E+02  0.74000E+01  0.14547E+01    276  0.00000E+00      0.000
      60.0000  0.00000E+00  0.89157E-01  0.27870E-06  0.89157E-01 -0.23923E-01 -0.59474E+01  0.30920E+01 -0.59493E+01  0.30920E+01 -0.85081E+00 -0.38152E+03 -0.37276E+03 -0.37250E+03  0.00000E+00  0.67174E-04  0.14626E+02  0.74000E+01  0.14547E+01    279  0.00000E+00      0.000
      61.0000 -0.18000E+00  0.64651E-01 -0.18000E+00  0.64651E-01 -0.23720E-01 -0.61274E+01  0.31567E+01 -0.61293E+01  0.31567E+01 -0.87461E+00 -0.32450E+03 -0.35911E+03 -0.37322E+03  0.00000E+00  0.73303E-04  0.14717E+02  0.75800E+01  0.14547E+01    292  0.00000E+00      0.000
      62.0000  0.00000E+00  0.50037E-01 -0.22224E-06  0.50037E-01 -0.23620E-01 -0.61274E+01  0.32067E+01 -0.61292E+01  0.32067E+01 -0.89826E+00 -0.37435E+03 -0.37093E+03 -0.37356E+03  0.00000E+00  0.73303E-04  0.14640E+02  0.75800E+01  0.14548E+01    295  0.00000E+00      0.000
      63.0000  0.00000E+00  0.18492E+00 -0.83353E-07  0.18492E+00 -0.23587E-01 -0.61274E+01  0.33916E+01 -0.61303E+01  0.33916E+01 -0.92185E+00 -0.41540E+03 -0.39704E+03 -0.37369E+03  0.00000E+00  0.73303E-04  0.14476E+02  0.75800E+01  0.14548E+01    297  0.00000E+00      0.000
      64.0000  0.64424E-01  0.12801E+00  0.64424E-01  0.12801E+00 -0.23575E-01 -0.60629E+01  0.35196E+01 -0.60652E+01  0.35196E+01 -0.94543E+00 -0.50944E+03 -0.43928E+03 -0.37373E+03  0.00000E+00  0.73303E-04  0.14232E+02  0.75800E+01  0.15200E+01    299  0.00000E+00      0.000
      65.0000  0.24000E-04  0.17957E+00 -0.12652E-02  0.17957E+00 -0.23519E-01 -0.60629E+01  0.36992E+01 -0.60665E+01  0.36992E+01 -0.96895E+00 -0.51279E+03 -0.46160E+03 -0.37389E+03  0.00000E+00  0.73303E-04  0.14080E+02  0.75800E+01  0.15200E+01    300  0.00000E+00      0.000
      66.0000  0.00000E+00  0.98316E-01  0.20315E-02  0.98316E-01 -0.23391E-01 -0.60629E+01  0.37975E+01 -0.60644E+01  0.37975E+01 -0.99234E+00 -0.56092E+03 -0.49750E+03 -0.37432E+03  0.00000E+00  0.73303E-04  0.13877E+02  0.75800E+01  0.15220E+01    301  0.00000E+00      0.000
      67.0000 -0.22600E+01  0.29041E-01 -0.22600E+01  0.29041E-01 -0.23233E-01 -0.83229E+01  0.38266E+01 -0.83244E+01  0.38266E+01 -0.10157E+01 -0.13075E+03 -0.21245E+03 -0.37492E+03  0.00000E+00  0.90619E-04  0.16084E+02  0.98400E+01  0.15220E+01    324  0.00000E+00      0.000
      68.0000  0.00000E+00  0.90794E-01  0.46403E-06  0.90794E-01 -0.22958E-01 -0.83229E+01  0.39174E+01 -0.83246E+01  0.39174E+01 -0.10387E+01 -0.23324E+03 -0.23993E+03 -0.37589E+03  0.00000E+00  0.90619E-04  0.15979E+02  0.98400E+01  0.15220E+01    330  0.00000E+00      0.000
      69.0000  0.00000E+00  0.14693E+00  0.83935E-06  0.14693E+00 -0.22831E-01 -0.83229E+01  0.40643E+01 -0.83251E+01  0.40643E+01 -0.10616E+01 -0.27574E+03 -0.27221E+03 -0.37632E+03  0.00000E+00  0.90619E-04  0.15828E+02  0.98400E+01  0.15220E+01    333  0.00000E+00      0.000
      70.0000  0.44714E-01  0.15495E+00  0.44714E-01  0.15495E+00 -0.23449E-01 -0.82782E+01  0.42192E+01 -0.82805E+01  0.42192E+01 -0.10848E+01 -0.32193E+03 -0.30298E+03 -0.37411E+03  0.00000E+00  0.90619E-04  0.15609E+02  0.98400E+01  0.15666E+01    335  0.00000E+00      0.000
      71.0000  0.63588E-01  0.16672E+00  0.63588E-01  0.16672E+00 -0.24797E-01 -0.82146E+01  0.43860E+01 -0.82170E+01  0.43860E+01 -0.11092E+01 -0.37471E+03 -0.33876E+03 -0.36942E+03  0.00000E+00  0.90619E-04  0.15360E+02  0.98400E+01  0.16301E+01    337  0.00000E+00      0.000
      72.0000  0.64251E-01  0.17899E+00  0.63944E-01  0.17899E+00 -0.26421E-01 -0.81504E+01  0.45650E+01 -0.81531E+01  0.45650E+01 -0.11357E+01 -0.42815E+03 -0.37329E+03 -0.36392E+03  0.00000E+00  0.90619E-04  0.15103E+02  0.98400E+01  0.16940E+01    338  0.00000E+00      0.000
      73.0000  0.34507E-01  0.20787E+00  0.33785E-01  0.20787E+00 -0.27761E-01 -0.81159E+01  0.47728E+01 -0.81193E+01  0.47728E+01 -0.11634E+01 -0.46782E+03 -0.40650E+03 -0.35928E+03  0.00000E+00  0.90619E-04  0.14862E+02  0.98400E+01  0.17278E+01    339  0.00000E+00      0.000
      74.0000  0.46431E-01  0.17183E+00  0.47332E-01  0.17183E+00 -0.28653E-01 -0.80694E+01  0.49447E+01 -0.80720E+01  0.49447E+01 -0.11921E+01 -0.54622E+03 -0.45054E+03 -0.35581E+03  0.00000E+00  0.90619E-04  0.14579E+02  0.98400E+01  0.17751E+01    340  0.00000E+00      0.000
      75.0000  0.49194E-01  0.17992E+00  0.48992E-01  0.17992E+00 -0.29273E-01 -0.80202E+01  0.51246E+01 -0.80230E+01  0.51246E+01 -0.12214E+01 -0.62387E+03 -0.49105E+03 -0.35403E+03  0.00000E+00  0.90619E-04  0.14328E+02  0.98400E+01  0.18241E+01    341  0.00000E+00      0.000
      76.0000  0.67360E-02  0.17862E+00  0.67685E-02  0.17862E+00 -0.29372E-01 -0.80135E+01  0.53032E+01 -0.80162E+01  0.53032E+01 -0.12507E+01 -0.64292E+03 -0.52453E+03 -0.35329E+03  0.00000E+00  0.90619E-04  0.14112E+02  0.98400E+01  0.18309E+01    342  0.00000E+00      0.000
      77.0000  0.00000E+00  0.22172E+00 -0.10774E-02  0.22171E+00 -0.29265E-01 -0.80135E+01  0.55249E+01 -0.80173E+01  0.55249E+01 -0.12800E+01 -0.68383E+03 -0.55924E+03 -0.35396E+03  0.00000E+00  0.90619E-04  0.13905E+02  0.98400E+01  0.18309E+01    343  0.00000E+00      0.000
      78.0000 -0.35000E+01  0.93410E-02 -0.35000E+01  0.93410E-02 -0.28932E-01 -0.11514E+02  0.55342E+01 -0.11517E+02  0.55342E+01 -0.13091E+01 -0.10098E+03 -0.15511E+03 -0.35492E+03  0.00000E+00  0.14372E-03  0.17364E+02  0.13340E+02  0.18309E+01    373  0.00000E+00      0.000
      79.0000 -0.91000E+00  0.66325E-01 -0.91000E+00  0.66325E-01 -0.28442E-01 -0.12424E+02  0.56006E+01 -0.12427E+02  0.56006E+01 -0.13377E+01 -0.13950E+03 -0.15723E+03 -0.35665E+03  0.00000E+00  0.15798E-03  0.18180E+02  0.14250E+02  0.18309E+01    386  0.00000E+00      0.000
