 ******* Program HYDRUS
 ******* None                                                                    
 Date: 527.**.    Time: ***: 0:**
 Units: L = cm   , T = days , M = mmol 



                               Node( 31)

         time         h        theta    Temp   
        696.0000     -244.77  0.1636   20.000
        697.0000     -250.67  0.1622   20.000
        698.0000     -248.61  0.1627   20.000
        699.0000     -224.11  0.1701   20.000
        700.0000     -202.23  0.1772   20.000
        701.0000     -169.62  0.1902   20.000
        702.0000     -163.05  0.1931   20.000
        703.0000     -165.36  0.1920   20.000
        704.0000     -170.72  0.1897   20.000
        705.0000     -178.03  0.1865   20.000
        706.0000     -184.40  0.1838   20.000
        707.0000     -190.60  0.1811   20.000
        708.0000     -197.39  0.1787   20.000
        709.0000     -204.50  0.1764   20.000
        710.0000     -209.31  0.1748   20.000
        711.0000     -157.28  0.1956   20.000
        712.0000     -103.58  0.2282   20.000
        713.0000     -101.59  0.2298   20.000
        714.0000     -113.18  0.2212   20.000
        715.0000     -121.21  0.2154   20.000
        716.0000     -129.02  0.2110   20.000
        717.0000     -120.88  0.2156   20.000
        718.0000      -94.99  0.2348   20.000
        719.0000      -99.72  0.2311   20.000
        720.0000     -111.28  0.2226   20.000
        721.0000     -121.67  0.2151   20.000
        722.0000     -130.31  0.2102   20.000
        723.0000     -138.53  0.2055   20.000
        724.0000     -145.23  0.2016   20.000
        725.0000     -146.94  0.2007   20.000
        726.0000     -150.36  0.1988   20.000
        727.0000     -155.86  0.1962   20.000
        728.0000     -161.42  0.1937   20.000
        729.0000     -166.39  0.1916   20.000
        730.0000     -171.44  0.1894   20.000
end
